,X,RespondentId,Enroll,Employ,Working,Hrs,Age,Ethnicity,Income,Classification,College,Commute,Alone,Dependents,HoH,Live,FedAid,PA,FreqNightElse,UTEPHomeless,Year,HH3,HH4,AD1,AD1a,AD2,AD3,index,Gender,USDAcat,YR_2019,YR_2020,YR_2021,YR_2022,Ethn_Hisp,Ethn_AIAN,Ethn_Asian,Ethn_Black,Ethn_NHPI,Ethn_White,Ethn_Other,Coll_BSN,Coll_EDU,Coll_ENGN,Coll_HS,Coll_LART,Coll_SCI,Coll_NRS,Coll_PHR,Coll_Other,Coll_NA,Gend_F,Gend_M,Gend_T,Gend_NC,Gend_Other,Gend_PNA,Gendercats
175,175,83002204,Full-time,Part-time,NA,NA,2,7,"Less than $10,000",Senior,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with partner,Work-study,Yes,NA,Yes,2019,1,0,0,NA,1,1,3,NA,Low FS,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
176,176,83002205,Full-time,Part-time,NA,NA,2,1,"$10,000 to $19,999",Junior,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
182,182,83002222,Full-time,Part-time,NA,NA,2,1,"$10,000 to $19,999",Junior,5,Trolley,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
183,183,83002223,Part-time,Full-time,Off campus,More than 19 hours,4,1,"$40,000 to $49,999",Graduate (Masters),2,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
184,184,83002224,Full-time,Full-time,Off campus,More than 19 hours,2,1,"Less than $10,000",Senior,1,Car (someone drives to campus and picks you up),Yes,NA,Yes,Off campus with partner,Work-study,Yes,NA,No,2019,1,0,0,NA,1,1,3,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
185,185,83002225,Full-time,Full-time,Off campus,19 hours or less,2,1,"$30,000 to $39,999",Graduate (Masters),5,Bus/Public transportation,No,None,No,Off campus with parents,Loans,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
191,191,83002235,Full-time,Full-time,On campus,19 hours or less,2,4,"$20,000 to $29,999",Senior,5,Other,No,None,No,On campus,Scholarship,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
192,192,83002236,Full-time,Part-time,NA,NA,2,1,"Less than $10,000",Freshman,1,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
199,199,83002246,Part-time,Full-time,Off campus,19 hours or less,2,1,NA,Sophomore,5,Bus/Public transportation,No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,1,0,1,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
202,202,83002249,Full-time,Part-time,NA,NA,2,1,"$30,000 to $39,999",Junior,3,Bike,No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
207,207,83002262,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$30,000 to $39,999",Senior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,1,0,NA,1,1,4,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
208,208,83002263,Full-time,Part-time,NA,NA,2,1,"$40,000 to $49,999",Sophomore,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,1,1,0,0,1,3,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
211,211,83002271,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$10,000 to $19,999",Sophomore,4,Bike,No,None,No,Off campus with parents,Work-study,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
212,212,83002272,Full-time,Part-time,NA,NA,2,4,"$20,000 to $29,999",Senior,4,Trolley,Yes,NA,No,Off campus with partner,Grants,Yes,NA,Yes,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
214,214,83002276,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$10,000 to $19,999",Junior,4,Bike,No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
219,219,83002288,Full-time,Part-time,NA,NA,2,1,"$30,000 to $39,999",Senior,1,Car (someone drives to campus and picks you up),Yes,NA,Yes,Off campus with partner,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
221,221,83002291,Full-time,Full-time,On campus,19 hours or less,2,1,"$40,000 to $49,999",Senior,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
225,225,83002296,Part-time,Full-time,Off campus,More than 19 hours,3,1,"$40,000 to $49,999",Senior,5,Car (someone drives to campus and picks you up),Yes,NA,Yes,Off campus with partner,Work-study,Yes,NA,No,2019,0,1,1,1,0,0,3,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
228,228,83002304,Full-time,Full-time,On campus,19 hours or less,2,1,"$10,000 to $19,999",Senior,6,Car (alone),No,None,No,On campus,Loans,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
230,230,83002309,Full-time,Full-time,On campus,19 hours or less,2,1,"$20,000 to $29,999",Graduate (Masters),6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
231,231,83002310,Full-time,Part-time,NA,NA,2,1,"$10,000 to $19,999",Freshman,6,Trolley,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,1,1,1,1,0,5,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
240,240,83002326,Part-time,Full-time,Off campus,More than 19 hours,2,1,"Less than $10,000",Junior,1,Trolley,Yes,NA,Yes,Off campus with partner,Scholarship,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
241,241,83002327,Full-time,Part-time,NA,NA,3,1,"Less than $10,000",Senior,6,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Loans,Yes,NA,No,2019,1,1,0,NA,0,0,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
244,244,83002335,Full-time,Full-time,On campus,19 hours or less,2,1,"Less than $10,000",Junior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
248,248,83002342,Full-time,Full-time,Off campus,More than 19 hours,2,6,"Less than $10,000",Junior,5,Bike,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,1,0,NA,0,0,1,NA,Marginal/High FS,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
253,253,83002347,Full-time,Part-time,NA,NA,2,1,"Less than $10,000",Graduate (Masters),8,Car (someone drives to campus and picks you up),Yes,NA,Yes,Off campus with partner,Scholarship,Yes,NA,No,2019,0,1,0,NA,0,0,1,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NA
255,255,83002349,Full-time,Part-time,NA,NA,2,1,"$30,000 to $39,999",Junior,7,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA
256,256,83002350,Full-time,Full-time,Off campus,More than 19 hours,2,1,"Less than $10,000",Junior,1,Car (someone drives to campus and picks you up),Yes,NA,NA,Off campus with partner,Grants,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
259,259,83002357,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$40,000 to $49,999",Senior,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
265,265,83002371,Part-time,Full-time,On campus,19 hours or less,2,6,"$40,000 to $49,999",Junior,1,Bike,No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
266,266,83002372,Full-time,Part-time,NA,NA,2,1,"$10,000 to $19,999",Freshman,4,Bus/Public transportation,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,1,0,0,1,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
267,267,83002373,Full-time,Full-time,On campus,More than 19 hours,2,1,"$40,000 to $49,999",Doctoral,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
272,272,83002381,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$20,000 to $29,999",Senior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
273,273,83002382,Full-time,Full-time,On campus,More than 19 hours,2,1,"$40,000 to $49,999",Junior,5,"Not applicable (live on-campus, don’t commute)",No,None,No,Off campus with parents,Work-study,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
274,274,83002383,Full-time,Part-time,NA,NA,2,1,"$20,000 to $29,999",Junior,3,Bus/Public transportation,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
276,276,83002385,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$40,000 to $49,999",Junior,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
279,279,83002388,Full-time,Full-time,Off campus,More than 19 hours,4,1,"$40,000 to $49,999",Graduate (Masters),2,Car (someone drives to campus and picks you up),No,3,Yes,Off campus with partner,Loans,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
280,280,83002389,Full-time,Part-time,NA,NA,2,6,"$40,000 to $49,999",Sophomore,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
281,281,83002390,Full-time,Part-time,NA,NA,2,4,"$30,000 to $39,999",Junior,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
283,283,83002393,Full-time,Part-time,NA,NA,2,1,"$40,000 to $49,999",Freshman,7,Bike,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA
285,285,83002395,Full-time,Part-time,NA,NA,2,1,"$40,000 to $49,999",Freshman,5,Car (alone),No,None,No,On campus,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
291,291,83002404,Full-time,Full-time,On campus,More than 19 hours,2,1,"$20,000 to $29,999",Graduate (Masters),3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,1,0,0,1,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
293,293,83002409,Full-time,Part-time,NA,NA,2,1,"$10,000 to $19,999",Sophomore,6,Trolley,No,None,No,Off campus with parents,Scholarship,No,Often,No,2019,0,1,1,0,1,1,4,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
295,295,83002412,Full-time,Full-time,On campus,More than 19 hours,2,1,"Less than $10,000",Graduate (Masters),3,Car (someone drives to campus and picks you up),Yes,NA,NA,Off campus with partner,Grants,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
297,297,83002417,Full-time,Full-time,On campus,19 hours or less,2,1,"$30,000 to $39,999",Junior,1,"Not applicable (live on-campus, don’t commute)",No,None,No,On campus,Work-study,Yes,NA,Yes,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
300,300,83002422,Full-time,Full-time,On campus,19 hours or less,2,1,"$10,000 to $19,999",Sophomore,3,Car (someone drives to campus and picks you up),Yes,NA,NA,Off campus with partner,Grants,Yes,NA,No,2019,1,0,0,NA,0,0,1,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
304,304,83002426,Full-time,Full-time,On campus,19 hours or less,2,1,"$20,000 to $29,999",Senior,7,Car (alone),No,None,No,On campus,Work-study,Yes,NA,Yes,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA
305,305,83002427,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$10,000 to $19,999",Senior,1,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,1,0,NA,0,0,1,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
307,307,83002431,Full-time,Part-time,NA,NA,2,1,"$30,000 to $39,999",Sophomore,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,NA,NA,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
310,310,83002435,Full-time,Part-time,NA,NA,2,1,"Less than $10,000",Junior,5,Car (alone),No,None,No,On campus,Loans,No,Rarely,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
312,312,83002437,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$20,000 to $29,999",Freshman,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,1,0,NA,0,0,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
313,313,83002439,Full-time,Full-time,On campus,More than 19 hours,3,3,"Less than $10,000",Doctoral,3,Other,No,None,No,Off campus with partner,Work-study,No,Often,No,2019,0,0,1,0,1,1,3,NA,Low FS,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
320,320,83002454,Full-time,Full-time,On campus,19 hours or less,2,1,"$20,000 to $29,999",Junior,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Emergency Loan,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
324,324,83002462,Full-time,Part-time,NA,NA,2,1,"$10,000 to $19,999",Sophomore,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
326,326,83002464,Full-time,Part-time,NA,NA,2,1,"$40,000 to $49,999",Graduate (Masters),8,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NA
327,327,83002465,Full-time,Part-time,NA,NA,2,1,"Less than $10,000",Freshman,5,Bus/Public transportation,No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,1,1,0,NA,1,1,4,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
328,328,83002473,Full-time,Full-time,Off campus,More than 19 hours,2,1,"Less than $10,000",Freshman,7,Car (someone drives to campus and picks you up),No,2,Yes,Off campus with parents,Loans,Yes,NA,No,2019,1,1,0,NA,0,0,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA
330,330,83002475,Full-time,Full-time,Off campus,19 hours or less,2,1,"$20,000 to $29,999",Freshman,4,Other,No,None,No,On campus,Loans,Yes,NA,Yes,2019,1,0,0,NA,1,1,3,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
331,331,83002476,Full-time,Full-time,On campus,More than 19 hours,3,1,"$10,000 to $19,999",Graduate (Masters),6,Car (someone drives to campus and picks you up),No,1,Yes,Off campus with parents,Scholarship,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
338,338,83002492,Part-time,Part-time,NA,NA,2,1,"Less than $10,000",Junior,5,Trolley,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
339,339,83002493,Full-time,Full-time,On campus,19 hours or less,2,1,"$10,000 to $19,999",Senior,1,Car (someone drives to campus and picks you up),Yes,NA,No,On campus,Loans,Yes,NA,No,2019,1,1,1,1,1,0,5,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
340,340,83002498,Full-time,Part-time,NA,NA,2,1,"$40,000 to $49,999",Senior,7,Car (alone),No,None,No,On campus,Scholarship,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA
341,341,83002499,Full-time,Full-time,On campus,More than 19 hours,2,1,"$20,000 to $29,999",Doctoral,5,Car (someone drives to campus and picks you up),No,1,Yes,Off campus with parents,Loans,Yes,NA,No,2019,0,1,1,1,1,0,4,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
342,342,83002500,Full-time,Full-time,Off campus,19 hours or less,2,1,"$10,000 to $19,999",Sophomore,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
343,343,83002504,Full-time,Full-time,On campus,More than 19 hours,2,1,"Less than $10,000",Graduate (Masters),3,Car (someone drives to campus and picks you up),Yes,NA,Yes,Off campus with partner,Loans,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
344,344,83002507,Full-time,Part-time,NA,NA,2,1,"$30,000 to $39,999",Senior,7,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Scholarship,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA
345,345,83002508,Part-time,Full-time,Off campus,More than 19 hours,2,1,"$40,000 to $49,999",Senior,6,"Not applicable (live on-campus, don’t commute)",No,None,No,Off campus with parents,Grants,Yes,NA,Yes,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
346,346,83002509,Full-time,Part-time,NA,NA,2,1,"$20,000 to $29,999",Junior,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,1,1,1,1,0,1,5,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
352,352,83002518,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$20,000 to $29,999",Senior,5,Bus/Public transportation,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
357,357,83002527,Full-time,Full-time,On campus,19 hours or less,3,3,"$30,000 to $39,999",Graduate (Masters),6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
358,358,83002529,Full-time,Part-time,NA,NA,2,1,"Less than $10,000",Freshman,2,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,Yes,2019,0,0,0,NA,1,1,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
359,359,83002531,Full-time,Full-time,On campus,19 hours or less,5,1,"$10,000 to $19,999",Doctoral,2,Car (someone drives to campus and picks you up),No,1,Yes,Off campus with parents,Grants,Yes,NA,No,2019,0,1,0,NA,0,0,1,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
362,362,83002537,Full-time,Full-time,On campus,19 hours or less,2,1,"$20,000 to $29,999",Junior,3,"Not applicable (live on-campus, don’t commute)",No,None,No,Off campus with parents,Scholarship,Yes,NA,Yes,2019,0,1,1,0,1,1,4,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
366,366,83002542,Full-time,Full-time,Off campus,19 hours or less,2,1,"$10,000 to $19,999",Sophomore,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
