RespondentId,Q23. In the past 12 months have you had a permanent address?,"Q27_1:Supplemental Nutrition Assistance Program (SNAP) also known as Food StampsA program, which provides nutrition, benefits to supplement the food budget of needy families so they can purchase healthy food and move towards self-sufficiency. (fns.usda.gov)","Q27_2:Temporary Assistance for Needy Families (TANF)A program, which provides families with monthly cash/financial assistance and support services. May include childcare, job preparation, and work assistance. (benefits.gov)","Q27_3:Women Infant and Children (WIC)A program provides foods, health referrals, and nutrition education for low-income women, infants, and children up to age five who are at nutritional risk. (fns.usda.gov)","Q27_4:MedicaidA health insurance program, which provides coverage to eligible low-income adults, children, pregnant women, elderly, and people with disabilities. (medicaid.gov)","Q27_5:Social Security Income (SSI)Monthly benefits to people with limited income and resources who are disabled, blind, or age 65 or older. (ssa.gov)","Q27_6:Military/Veteran ServicesBenefits such as financial and other forms of assistance provided to veterans, their dependents, and survivors. (va.gov)",Q27_7:Unemployment BenefitsFinancial support for individuals that lost their job and meet eligibility requirements. (twc.texas.gov),Q27_8:None,Q27_9:Other,Q29_1:Free emergency food,Q29_2:Free emergency rent assistance,"Q29_3:Free guidance to apply for government food programs (SNAP, WIC, etc)","Q29_4:Free guidance to apply for government housing programs (rent assistance, etc)","Q29_5:Free guidance to apply for other government programs (TANF, etc)",Q29_6:Dont Know Any,Q30_1:Free emergency food,Q30_2:Free emergency rent assistance,"Q30_3:Free guidance to apply for government food programs (SNAP, WIC, etc)","Q30_4:Free guidance to apply for government housing programs (rent assistance, etc)","Q30_5:Free guidance to apply for other government programs (TANF, etc)",Q30_6:None,"Q31. For UTEP students, how difficult is it to get emergency food assistance?",Q32_1:Lack of information (it's not clear which sites offer emergency food assistance),Q32_2:Lack of transportation,Q32_3:The sites are located too far away,Q32_4:The sites have inconvenient hours of operation,Q32_5:It is too uncomfortable to pick up emergency food assistance,Q32_6:None,Q34_1:UTEP Food Pantry,Q34_2:Kelly Center for Hunger Relief,Q34_3:El Pasoans Fighting Hunger Food Bank,Q34_4:Another food pantry or food bank,"Q41. How often have you found it difficult to concentrate on your schoolwork because you are worried about paying for food, rent, transportation, or other necessities?","Q42. Have you had to delay the completion of your degree, because you did not have enough money for food, rent, transportation or other necessities?","Q43. How often do you think about delaying the completion of your degree, because you do not have enough money for food, rent, transportation or other necessities?","Q46. In general, how would you rate your mental health, including your mood and your ability to think?","Q48. During the past 12 months, how often did you do each of the following? Mark one answer in each row. - Attended a protest or rally","Q49. During the past 12 months, how often did you do each of the following? Mark one answer in each row. - Attended a meeting about an issue facing your local community or schools","Q50. During the past 12 months, how often did you do each of the following? Mark one answer in each row. - Wrote and posted political messages online","Q51. During the past 12 months, how often did you do each of the following? Mark one answer in each row. - Bought or avoided a product because of the company's social or political values",PermAdd,GovAss,AvailRes,MoreAvailRes,DiffLvlFA,ChallFA,EmergFood,DiffConcentrate,DelayComplDegree,TimeDelayComplDegree,RateMentalHealth,AttendProtest,AttendLocalComm,PoliticMess,CompValues
95772290,1,1,NA,5,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,1,1,1,Yes,1 5 7,1,1 4,A little difficult,1,,About once a week,No,Never,Good,Never,Never,Never,Never
95772291,1,1,NA,NA,NA,NA,NA,13,NA,NA,1,2,3,4,5,NA,1,2,NA,4,5,NA,1,1,2,3,4,5,NA,1,NA,3,NA,1,3,2,2,1,1,1,1,Yes,1 13,1 2 3 4 5,1 2 4 5,Very difficult,1 2 3 4 5,1 3,Almost every day,No,Sometimes,Vert Good,Never,Never,Never,Never
95772292,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,NA,NA,NA,1,2,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,2,1,1,1,Yes,15,3,1 2 3,Moderately difficult,1,,About once a week,"Yes, by 2 semesters or more",Sometimes,Fair,Once,Never,Never,Never
95772293,1,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,3,4,5,NA,1,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,2,2,2,1,Yes,1 7,3 4 5,1 2,A little difficult,1,,About once a week,No,Never,Fair,Once,Once,Once,Never
95772297,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,2,3,4,5,NA,3,1,NA,NA,NA,5,NA,NA,NA,NA,4,3,3,2,3,2,2,1,1,Yes,7,4,1 2 3 4 5,A little difficult,1 5,4,About once a month,No,Sometimes,Good,Once,Once,Never,Never
95772300,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,2,NA,NA,NA,NA,1,2,3,4,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,1,1,1,3,Yes,15,2,1 2 3 4,Not difficult at all,1 2,,Never,No,Never,Fair,Never,Never,Never,A few times
95772301,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,1,2,3,4,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,1,1,1,Yes,15,1 2 3 4 5,1 2 3 4 5,Very difficult,1,,Never,No,Never,Good,Never,Never,Never,Never
95772303,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,1,1,1,1,Yes,15,3,2,Moderately difficult,1,,Never,No,Never,Fair,Never,Never,Never,Never
95772305,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,2,5,1,1,3,3,Yes,1,1 4,1,Not difficult at all,1,1,Almost every day,No,Sometimes,Poor,Never,Never,A few times,A few times
95772307,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,1,2,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,1,1,Yes,15,1 2 3 4 5,1 2,A little difficult,1 2,,About once a month,No,Never,Good,Never,Never,Never,Never
95772309,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,1,1,3,1,2,4,Yes,5,4,1,A little difficult,4,,Almost every day,"Yes, by 2 semesters or more",Often,Excellent,A few times,Never,Once,Several times
95772310,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,3,4,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,1,1,1,1,Yes,15,1,2 3 4 5,A little difficult,1,,Never,No,Never,Excellent,Never,Never,Never,Never
95772313,2,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,1,No,15,1 2,1 2,Moderately difficult,1 2,,Almost every day,"Yes, by 1 semester",Sometimes,Vert Good,Never,Never,Never,Never
95772315,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,3,4,5,NA,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,2,4,4,Yes,1,1 2,3 4 5,Not difficult at all,2 3,,About once a week,No,Never,Good,A few times,Once,Several times,Several times
95772321,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,1,1,1,Yes,15,1 2,1 2,Not difficult at all,2,,About once a week,No,Sometimes,Fair,Never,Never,Never,Never
95772324,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,NA,NA,NA,1,NA,NA,NA,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,1,1,1,3,Yes,15,1 2 3,1 5,Moderately difficult,1,,Never,No,Never,Vert Good,Never,Never,Never,A few times
95772328,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,3,NA,NA,NA,NA,2,3,4,5,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,1,1,3,Yes,15,1 3,2 3 4 5,Not difficult at all,1,,About once a week,No,Never,Good,Once,Never,Never,A few times
95772329,1,1,NA,NA,NA,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,3,1,2,NA,4,NA,NA,NA,NA,NA,4,1,3,2,4,1,2,3,4,Yes,1 9,1,1 2 3 4 5,A little difficult,1 2 4,4,Almost every day,No,Sometimes,Fair,Never,Once,A few times,Several times
95772331,2,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,3,3,No,15,1,1 2 3 4 5,Moderately difficult,1 2,,About once a month,No,Never,Good,Never,Never,A few times,A few times
95772332,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,1,1,1,Yes,15,1,2 4,Not difficult at all,3,,About once a week,No,Sometimes,Fair,Never,Never,Never,Never
95772334,2,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,1,1,No,15,,1 2 3 4 5,Moderately difficult,1,,About once a month,No,Never,Good,Never,Never,Never,Never
95772335,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,1,2,3,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,2,1,1,1,Yes,15,1 2 3 4 5,1 2 3,A little difficult,1,,Never,No,Never,Good,Once,Never,Never,Never
95772337,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,3,NA,NA,NA,NA,NA,3,4,5,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,3,1,3,Yes,15,1 3,3 4 5,Not difficult at all,1,,Never,No,Never,Vert Good,Once,A few times,Never,A few times
95772343,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,1,2,3,4,5,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,1,1,1,1,Yes,15,1 2 3 4 5,1 2 3 4 5,Not difficult at all,2,,About once a week,No,Never,Vert Good,Never,Never,Never,Never
95772344,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,3,1,NA,NA,NA,5,NA,NA,NA,NA,NA,4,3,3,2,1,1,1,2,Yes,15,1,2 3,A little difficult,1 5,,Never,No,Never,Vert Good,Never,Never,Never,Once
95772346,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,1,2,3,4,5,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,1,1,1,1,Yes,15,1 2 3 4 5,1 2 3 4 5,Not difficult at all,1,,Never,No,Never,Fair,Never,Never,Never,Never
95772350,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,3,4,NA,NA,NA,NA,3,NA,5,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,1,1,1,3,Yes,15,1 3 4,3 5,Not difficult at all,1 2,,Never,No,Never,Fair,Never,Never,Never,A few times
95772353,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,2,3,NA,NA,NA,1,2,3,4,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,1,1,1,1,Yes,15,2 3,1 2 3 4 5,A little difficult,1,,About once a month,No,Never,Vert Good,Never,Never,Never,Never
95772355,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,1,2,3,4,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,1,1,1,Yes,15,1 2 3 4 5,1 2 3 4 5,A little difficult,1,,About once a month,No,Never,Good,Once,Never,Never,Never
95772357,1,NA,NA,NA,NA,NA,NA,NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,4,1,2,NA,NA,5,NA,NA,NA,NA,NA,3,3,3,2,1,2,1,1,Yes,16,16 1,3 5,Not difficult at all,1 2 5,,About once a month,No,Never,Vert Good,Never,Once,Never,Never
95772358,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,1,2,3,4,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,1,3,Yes,15,1 2 3 4 5,1 2 3 4 5,Moderately difficult,1,,About once a month,No,Never,Good,Once,Once,Never,A few times
95772359,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,3,NA,NA,NA,1,NA,3,NA,5,NA,2,1,2,NA,NA,5,NA,NA,NA,NA,NA,4,3,3,3,1,1,1,1,Yes,15,1 3,1 3 5,Moderately difficult,1 2 5,,Never,No,Never,Good,Never,Never,Never,Never
95772360,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,5,NA,NA,2,NA,NA,5,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,1,1,2,2,Yes,15,5,2 5,Not difficult at all,1,,Never,No,Sometimes,Good,Never,Never,Once,Once
95772362,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,4,5,NA,1,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,1,2,1,1,Yes,15,3 4 5,1 2,A little difficult,1,,About once a month,No,Never,Vert Good,Never,Once,Never,Never
95772366,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,4,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,1,1,1,1,Yes,15,5,4 5,Moderately difficult,1,,About once a week,No,Often,Good,Never,Never,Never,Never
95772367,1,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,1,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,1,1,Yes,1 7,3 4,1 2,A little difficult,1,,About once a month,No,Never,Good,Never,Never,Never,Never
95772369,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,1,1,1,1,Yes,15,1,1 4,A little difficult,1,,Never,No,Never,Fair,Never,Never,Never,Never
95772371,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,NA,4,5,NA,1,2,3,4,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,1,2,Yes,15,1 2 4 5,1 2 3 4,A little difficult,1,,About once a month,No,Never,Good,Never,Never,Never,Once
95772372,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,2,1,1,Yes,15,1,1,Moderately difficult,1,,Never,No,Never,Good,Never,Once,Never,Never
95772373,1,1,NA,NA,7,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,3,4,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,1,1,Yes,1 7,1 2,1 2 3 4 5,A little difficult,1,,About once a month,No,Never,Good,Never,Never,Never,Never
95772374,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,NA,NA,NA,NA,5,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,1,1,1,1,Yes,15,1 2 3 4 5,5,Not difficult at all,1,,Never,No,Never,Vert Good,Never,Never,Never,Never
95772375,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,4,5,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,1,1,1,Yes,15,3 4 5,1 2,Very difficult,1,,About once a week,No,Sometimes,Good,Never,Never,Never,Never
95772376,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,4,5,NA,1,2,3,4,5,NA,2,1,2,NA,4,NA,NA,NA,NA,NA,NA,4,3,3,3,1,1,1,3,Yes,15,4 5,1 2 3 4 5,Moderately difficult,1 2 4,,Never,No,Never,Good,Never,Never,Never,A few times
95772378,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,1,1,4,Yes,15,1 2,1 2,Not difficult at all,1,,Never,No,Never,Good,Never,Never,Never,Several times
95772380,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,NA,NA,NA,1,2,NA,4,NA,NA,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,1,1,1,Yes,15,3,1 2 4,Not difficult at all,2 3,,About once a week,No,Sometimes,Good,Never,Never,Never,Never
95772381,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,1,1,1,Yes,15,1,1,Very difficult,1,,Almost every day,"Yes, by 2 semesters or more",Often,Fair,Never,Never,Never,Never
95772383,1,NA,NA,NA,NA,NA,11,NA,NA,NA,1,NA,3,4,5,NA,1,2,3,4,5,NA,4,1,NA,NA,NA,5,NA,NA,NA,NA,NA,4,1,3,3,2,2,3,3,Yes,11,1 3 4 5,1 2 3 4 5,Not difficult at all,1 5,,Never,"Yes, by 2 semesters or more",Never,Good,Once,Once,A few times,A few times
95772385,2,1,NA,NA,7,NA,NA,NA,NA,NA,1,2,NA,4,5,NA,NA,2,NA,NA,NA,NA,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,1,3,2,5,2,3,2,1,No,1 7,1 2 4 5,2,Not difficult at all,1 2 3,,Almost every day,No,Sometimes,Poor,Once,A few times,Once,Never
95772387,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,3,1,NA,3,NA,NA,NA,NA,NA,NA,4,1,3,1,1,1,1,1,1,Yes,15,1,1 2 3 4 5,A little difficult,1 3,4,Almost every day,No,Often,Excellent,Never,Never,Never,Never
95772389,1,1,NA,NA,NA,9,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,2,3,4,5,NA,3,1,NA,NA,NA,5,NA,NA,NA,NA,NA,2,3,3,4,2,1,3,3,Yes,1 9,1 2 3,1 2 3 4 5,A little difficult,1 5,,About once a week,No,Never,Fair,Once,Never,A few times,A few times
95772390,1,1,NA,NA,NA,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,3,2,1,3,1,1,Yes,1 9,1,1,Very difficult,4,,About once a week,No,Never,Vert Good,Never,A few times,Never,Never
95772392,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,2,3,1,1,1,1,Yes,15,5,5,Not difficult at all,1,1,Almost every day,No,Sometimes,Good,Never,Never,Never,Never
95772393,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,4,NA,NA,1,2,3,4,5,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,1,1,1,Yes,15,3 4,1 2 3 4 5,Moderately difficult,1 2 3,,About once a week,No,Sometimes,Fair,Never,Never,Never,Never
95772395,1,NA,NA,NA,7,NA,NA,NA,NA,NA,1,2,NA,4,NA,NA,1,2,NA,NA,NA,NA,4,NA,NA,3,NA,5,NA,NA,NA,NA,NA,4,3,3,3,1,2,1,2,Yes,7,1 2 4,1 2,Not difficult at all,3 5,,Never,No,Never,Good,Never,Once,Never,Once
95772399,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,NA,4,5,NA,3,1,2,3,NA,5,NA,1,NA,NA,NA,3,3,2,3,1,1,1,1,Yes,15,1,2 4 5,A little difficult,1 2 3 5,1,About once a month,No,Sometimes,Good,Never,Never,Never,Never
95772406,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,3,NA,NA,NA,1,2,3,4,5,NA,2,1,NA,NA,4,NA,NA,NA,NA,NA,NA,1,3,2,5,1,1,1,1,Yes,15,1 3,1 2 3 4 5,Moderately difficult,1 4,,Almost every day,No,Sometimes,Poor,Never,Never,Never,Never
95772410,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,3,4,5,NA,2,1,NA,NA,4,NA,NA,NA,NA,NA,NA,4,3,3,4,1,1,1,3,Yes,15,1,2 3 4 5,Moderately difficult,1 4,,Never,No,Never,Fair,Never,Never,Never,A few times
95772411,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,3,3,2,Yes,15,3,5,Moderately difficult,2,,About once a week,"Yes, by 1 semester",Sometimes,Good,A few times,A few times,A few times,Once
95772414,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,5,NA,1,2,3,4,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,5,1,2,1,1,Yes,15,5,1 2 3 4 5,A little difficult,1,,About once a month,"Yes, by 2 semesters or more",Sometimes,Poor,Never,Once,Never,Never
95772419,1,NA,NA,NA,7,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,4,5,NA,2,1,2,NA,NA,5,NA,NA,NA,NA,NA,3,3,3,4,2,3,3,4,Yes,7 9,1,3 4 5,Moderately difficult,1 2 5,,About once a month,No,Never,Fair,Once,A few times,A few times,Several times
95772421,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,2,1,3,Yes,15,1,1 2 3 4 5,Very difficult,1 2,,Almost every day,"Yes, by 2 semesters or more",Often,Fair,Never,Once,Never,A few times
95772427,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,1,2,3,4,5,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,3,3,2,2,3,1,3,Yes,15,1 2 3 4 5,1 2 3 4 5,Not difficult at all,4,,Never,No,Never,Vert Good,Once,A few times,Never,A few times
95772428,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,1,4,Yes,15,1,1 2 3 4 5,Moderately difficult,2,,About once a month,No,Never,Excellent,Never,Never,Never,Several times
95772429,1,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,1,NA,NA,NA,1,1,1,2,1,1,1,1,Yes,7,1,1,Moderately difficult,3,1,Almost every day,"Yes, by 2 semesters or more",Often,Vert Good,Never,Never,Never,Never
95772435,1,NA,NA,NA,NA,NA,11,NA,NA,NA,1,NA,3,4,5,NA,1,2,3,4,5,NA,3,NA,2,NA,4,NA,NA,NA,NA,NA,NA,4,3,3,3,1,1,1,1,Yes,11,1 3 4 5,1 2 3 4 5,A little difficult,2 4,,Never,No,Never,Good,Never,Never,Never,Never
95772436,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,4,1,3,3,3,1,1,1,1,Yes,15,1,1,Moderately difficult,5,4,Almost every day,No,Never,Good,Never,Never,Never,Never
95772473,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,4,1,1,1,1,Yes,15,1,2 4,A little difficult,1,,Almost every day,No,Sometimes,Fair,Never,Never,Never,Never
95773842,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,1,5,Yes,15,1,1 2,Moderately difficult,1 2,,Almost every day,"Yes, by 1 semester",Often,Vert Good,Never,Never,Never,A lot
95774782,1,NA,NA,NA,NA,NA,11,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,2,1,2,3,4,5,NA,NA,NA,NA,NA,2,3,2,4,1,1,1,5,Yes,11,1,1 2 3 4 5,Moderately difficult,1 2 3 4 5,,About once a week,No,Sometimes,Fair,Never,Never,Never,A lot
95775565,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,3,4,5,NA,NA,2,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,2,3,NA,3,3,1,3,1,3,1,1,Yes,15,1 3 4 5,2,A little difficult,2,2 3,About once a month,No,Often,Good,Never,A few times,Never,Never
95775900,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,3,4,5,NA,1,2,3,4,5,NA,4,1,2,3,4,5,NA,NA,NA,NA,4,3,1,1,2,4,5,5,5,Yes,15,1 3 4 5,1 2 3 4 5,Not difficult at all,1 2 3 4 5,4,About once a month,"Yes, by 2 semesters or more",Often,Vert Good,Several times,A lot,A lot,A lot
95778355,2,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,3,NA,NA,NA,1,NA,NA,NA,3,3,2,4,3,3,3,3,No,15,1,5,A little difficult,3,1,About once a month,No,Sometimes,Fair,A few times,A few times,A few times,A few times
95778364,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,2,1,3,1,Yes,15,1,2,A little difficult,1,,Almost every day,"Yes, by 1 semester",Often,Fair,Once,Never,A few times,Never
95779201,2,NA,NA,5,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,4,1,2,3,NA,NA,NA,NA,NA,NA,4,2,3,3,5,1,1,1,1,No,5 7,1,2 4,Not difficult at all,1 2 3,4,About once a week,No,Never,Poor,Never,Never,Never,Never
95779452,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,5,NA,1,2,NA,NA,NA,NA,2,1,2,3,4,5,NA,NA,NA,NA,NA,3,1,2,2,1,3,1,3,Yes,1,1 2 5,1 2,Moderately difficult,1 2 3 4 5,,About once a month,"Yes, by 2 semesters or more",Sometimes,Vert Good,Never,A few times,Never,A few times
